x	y	id	label	task_id
500	486	7	M	0
439	361	7	M	0
425	202	7	M	0
537	131	6	A	0
108	65	4	T	1
26	831	6	A	0
83	876	6	A	0
205	910	7	M	0
837	160	0	Z	0
328	391	7	M	0
141	888	6	A	0
282	924	7	M	0
307	413	7	M	0
583	176	7	M	0
829	248	7	M	0
267	131	6	A	0
130	0	0	Z	0
45	13	4	T	0
75	530	6	A	0
367	473	7	M	0
380	359	7	M	0
876	88	0	Z	0
295	356	7	M	0
357	34	4	T	0
400	207	7	M	0
362	429	7	M	0
316	528	7	M	0
183	786	6	A	0
97	763	6	A	0
185	886	6	A	0
93	329	6	A	0
181	813	6	A	0
190	904	6	A	0
68	329	6	A	0
868	62	0	Z	0
481	177	7	M	0
128	48	4	T	0
154	818	6	A	0
268	929	7	M	0
83	691	6	A	0
193	13	4	T	0
630	105	5	L	0
880	58	0	Z	0
830	97	0	Z	0
583	112	5	L	0
203	89	4	T	0
70	88	4	T	0
3	240	6	A	0
50	482	6	A	0
177	766	6	A	0
81	144	6	A	0
15	195	6	A	0
616	141	6	A	0
734	143	6	A	0
488	146	6	A	0
386	130	6	A	0
28	25	4	T	0
396	45	4	T	0
506	116	5	L	0
812	183	7	M	0
75	468	6	A	0
987	869	0	Z	0
223	858	7	M	0
456	343	7	M	0
491	164	0	Z	0
885	46	0	Z	0
936	78	0	Z	0
845	53	0	Z	0
429	198	7	M	0
125	748	6	A	0
183	832	6	A	0
76	774	6	A	0
152	827	6	A	0
232	649	7	M	0
251	521	7	M	0
232	643	7	M	0
289	518	7	M	0
339	486	7	M	0
409	511	7	M	0
625	149	6	A	0
909	124	0	Z	0
636	95	5	L	0
329	429	7	M	0
286	563	7	M	0
100	658	6	A	0
148	812	6	A	0
194	836	7	M	0
542	158	6	A	0
832	241	7	M	0
478	211	7	M	2
516	133	6	A	0
143	757	6	A	0
158	861	6	A	0
936	880	7	M	0
935	511	7	M	0
821	19	0	Z	0
853	112	0	Z	0
174	516	6	A	0
291	537	7	M	0
64	608	6	A	0
52	492	6	A	0
