x	y	id	label	task_id
95	35	4	T	1
20	196	6	A	0
95	53	4	T	1
24	822	6	A	0
60	788	6	A	0
158	118	6	A	0
542	151	7	M	0
766	168	7	M	0
456	176	7	M	0
928	144	6	A	0
633	147	0	Z	0
643	139	6	A	0
623	147	0	Z	0
609	182	7	M	0
600	143	6	A	0
637	166	7	M	2
623	169	7	M	2
629	140	6	A	0
639	171	7	M	2
611	182	7	M	0
636	154	7	M	2
776	150	7	M	0
640	182	7	M	0
771	170	7	M	0
623	158	7	M	2
667	181	7	M	0
479	167	7	M	0
614	161	7	M	2
645	167	7	M	2
611	148	0	Z	0
600	182	7	M	0
935	165	7	M	0
634	180	7	M	0
931	140	6	A	0
608	160	7	M	2
636	167	7	M	2
937	153	7	M	0
479	145	6	A	0
639	167	7	M	2
929	163	7	M	0
628	151	7	M	0
919	173	7	M	0
487	158	7	M	0
605	176	7	M	2
913	154	7	M	0
613	179	7	M	0
478	158	7	M	0
624	138	6	A	0
488	175	7	M	0
635	156	7	M	2
